template_id,coadd_objects_id,r11,r22,template_type,median_z,mean_z,minchi2,mode_z,z_sigma68,z_sigma,kl_post_prior,z_mc
46,3009461516,0.679885374119582,-0.35457628293101284,5.0,2.1920588499349636,2.2159814344098465,47.67210759484851,2.07,0.17065589895615596,0.27361802350885256,3.111424807706191,2.4121168845122494
20,3009461517,-0.8967145122139392,-0.373454094460976,2.2222222222222223,0.639860011474297,0.6386481759057432,0.36240873949259367,0.66,0.05064132241966263,0.06426465426487632,1.5010747708053795,0.6971636216012432
0,3009461518,0.7904960593477075,0.7568998540089064,0.0,0.1653498282937203,0.1959805876143149,14.404441166576362,0.17,0.016206871834583622,0.0894023515545331,2.385706449802319,0.19678160431695318
46,3009461519,1.8815959845220025,-3.509992303325668,5.0,0.5737069334767453,0.6985217223330114,0.006208667188616346,0.61,0.38393618949340624,0.6041438758263656,0.5826059725780911,2.7847820290450183
45,3009461520,13.398794094774816,-8.360839111986952,4.9,0.7318077577021688,0.9008005772707439,0.0013538185572912198,0.59,0.5607071874357746,0.621029415658652,0.07824104147766693,0.9237079464657431
3,3009461521,0.28177113353268846,0.6308882979089672,0.3333333333333333,0.911647031481092,0.9106146837064044,32.861885635662475,0.93,0.02690083761568285,0.024609894318937075,5.611093978591681,0.9150423393962177
16,3009461522,0.23367576528785794,0.5173990409357981,1.7777777777777777,0.4695819838092803,0.4466650962173147,1.9355663988226297,0.52,0.1192307237957535,0.11706518450890192,1.0691802339504417,0.3831039793279804
12,3009461523,1.0296587666384998,0.9765576221513597,1.3333333333333333,1.2964399696537525,1.3083612716013855,2.6735102646177893,1.29,0.06658196831946328,0.06856656885133389,2.7873509518560584,1.3375381285136312
46,3009461524,-1.1590933721410261,-0.16522182207226038,5.0,0.6662373301848149,0.674923249039581,13.317295589874988,0.68,0.042724135078516357,0.08805431293518923,1.5347222906651958,0.6869751091585325
0,3009461525,0.30684396930229646,0.30336052399494856,0.0,1.6305951998685193,1.6354862218742412,73.19648574415714,1.6400000000000001,0.010049907646948242,0.010220938791925434,7.670922620998704,1.632612824676166
0,3009461526,-0.23349310161842424,0.6856643696013958,0.0,0.847624860003055,0.8532443244362922,5.625612125347288,0.85,0.02478461966304163,0.025696349555881657,2.4037107177816504,0.8703590596258651
46,3009461527,0.3404695107497217,-0.05777972518048145,5.0,0.1557543936008828,0.16281254846436166,26.237975210537115,0.16,0.012167089829280858,0.01585582414975903,3.0277164325280284,0.15674434178058463
13,3009461528,0.6188231646784961,0.5727563086397414,1.4444444444444444,0.3737687354027599,0.37145782875149586,4.470395885720791,0.48000000000000004,0.12342988103671541,0.10399928219051822,0.7000298550053284,0.5142516462899133
12,3009461529,0.725352152770247,0.38921316498660846,1.3333333333333333,0.39508349172155194,0.39322225948555706,0.22820915492229688,0.42000000000000004,0.043032407211634954,0.04617542747290873,1.3937497716786174,0.420430578855469
